1.24280e+0, 1.51924e-1
2.31476e+0, 8.15528e-2
4.37843e+0, 4.27924e-2
8.77600e+0, 2.16182e-2
1.72539e+1, 1.09213e-2
3.28168e+1, 5.79307e-3
6.79914e+1, 2.78728e-3
1.28608e+2, 1.46254e-3
2.52847e+2, 7.51421e-4
4.87594e+2, 3.87694e-4
9.92538e+2, 1.91451e-4
1.92144e+3, 9.89454e-5
3.77760e+3, 4.99861e-5
7.28480e+3, 2.62287e-5
#1.27057e+4, 3.44664e-5
#1.45389e+4, 1.44768e-5
1.45389e+4, 1.4e-5
2.70907e+4, 7.06674e-6
5.42998e+4, 3.51246e-6
1.06755e+5, 1.77445e-6
2.05868e+5, 9.31092e-7
4.04743e+5, 4.70377e-7
7.95736e+5, 2.37629e-7
1.53451e+6, 1.24689e-7
3.07573e+6, 6.29913e-8
5.72864e+6, 3.45922e-8
1.16611e+7, 1.80141e-8
1.78354e+7, 1.28038e-8
2.72787e+7, 9.22690e-9
4.17221e+7, 6.88256e-9
6.38129e+7, 5.27748e-9
9.76002e+7, 4.13132e-9
1.49277e+8, 3.20080e-9
2.28315e+8, 2.33597e-9
3.49202e+8, 1.72056e-9
5.34096e+8, 1.12061e-9
8.16885e+8, 6.35523e-10
1.24941e+9, 2.99455e-10
1.87438e+9, 1.44549e-10
2.81197e+9, 6.32213e-11
4.21857e+9, 2.69265e-11
6.08895e+9, 1.18116e-11
8.62047e+9, 5.10544e-12
1.22045e+10, 2.16988e-12
1.69481e+10, 9.60406e-13
2.30852e+10, 4.41287e-13
3.20578e+10, 1.91446e-13
4.45179e+10, 8.27503e-14
6.18209e+10, 3.54676e-14
8.58492e+10, 1.54074e-14
