9.94317e-2, 1.22187e-10
1.28369e-1, 1.00992e-10
1.87349e-1, 8.03940e-11
2.91764e-1, 6.32489e-11
4.55640e-1, 5.18955e-11
6.91009e-1, 4.33223e-11
1.06765e+0, 3.67149e-11
1.76573e+0, 3.09899e-11
2.75848e+0, 2.70323e-11
4.24331e+0, 2.39724e-11
6.58502e+0, 2.14125e-11
1.01240e+1, 1.96239e-11
1.57889e+1, 1.84608e-11
2.07339e+1, 1.81217e-11
2.88666e+1, 1.78477e-11
4.02949e+1, 1.84826e-11
6.27523e+1, 1.97121e-11
9.69558e+1, 2.25957e-11
1.49802e+2, 2.76736e-11
2.31452e+2, 3.62620e-11
3.57606e+2, 4.80430e-11
5.52522e+2, 5.76350e-11
8.53676e+2, 5.49950e-11
1.31898e+3, 4.50278e-11
2.03789e+3, 3.62120e-11
3.14865e+3, 2.92027e-11
4.86484e+3, 2.34852e-11
7.51645e+3, 1.89132e-11
1.16133e+4, 1.54641e-11
1.79432e+4, 1.31417e-11
2.61874e+4, 1.16078e-11
4.24965e+4, 1.04644e-11
6.61808e+4, 1.02954e-11
1.02253e+5, 1.13545e-11
1.57986e+5, 1.39831e-11
2.44098e+5, 1.89655e-11
3.77144e+5, 2.64789e-11
5.82709e+5, 3.69689e-11
8.82688e+5, 5.21657e-11
1.33710e+6, 7.20626e-11
2.06589e+6, 1.00611e-10
3.12941e+6, 1.40044e-10
4.74043e+6, 1.92369e-10
7.32422e+6, 2.69321e-10
1.13163e+7, 3.76016e-10
1.74843e+7, 5.19221e-10
2.70143e+7, 7.15976e-10
4.17385e+7, 9.55149e-10
6.44883e+7, 1.21250e-9
9.96380e+7, 1.41697e-9
1.53946e+8, 1.52862e-9
2.41269e+8, 1.40878e-9
3.72773e+8, 1.12285e-9
5.35100e+8, 8.18844e-10
7.30212e+8, 5.72587e-10
9.94094e+8, 3.73057e-10
1.31012e+9, 2.39886e-10
1.65185e+9, 1.70056e-10
2.01305e+9, 1.18163e-10
2.40520e+9, 8.45054e-11
2.81746e+9, 6.12193e-11
3.28736e+9, 4.28943e-11
3.76052e+9, 3.20560e-11
4.35313e+9, 2.20721e-11
5.09927e+9, 1.53076e-11
5.97331e+9, 1.05161e-11
7.26396e+9, 7.07835e-12
8.49352e+9, 4.94444e-12
9.49652e+9, 3.48369e-12
1.01883e+10, 2.88583e-12
