1.16889e-1, 3.57695e-3
1.62768e-1, 5.20779e-3
2.17963e-1, 6.89814e-3
2.98026e-1, 8.99635e-3
3.99087e-1, 1.21761e-2
5.12584e-1, 1.73118e-2
6.05661e-1, 2.43782e-2
6.86402e-1, 3.08400e-2
7.71443e-1, 4.24298e-2
9.19162e-1, 6.06996e-2
1.04169e+0, 8.28885e-2
1.18056e+0, 1.13660e-1
1.33794e+0, 1.51388e-1
1.51630e+0, 2.00803e-1
1.75466e+0, 2.72221e-1
2.07328e+0, 3.53106e-1
2.83484e+0, 4.50560e-1
4.04126e+0, 3.96044e-1
4.97849e+0, 3.01699e-1
6.00649e+0, 2.23706e-1
8.24714e+0, 1.93354e-1
1.00474e+1, 2.57642e-1
1.10745e+1, 4.01427e-1
1.18307e+1, 1.03072e+0
1.13868e+1, 6.52210e-1
1.27266e+1, 3.16126e+0
1.22066e+1, 2.21589e+0
1.22066e+1, 1.70565e+0
1.34078e+1, 5.85141e+0
1.40276e+1, 8.37269e+0
1.70422e+1, 1.13011e+1
2.05612e+1, 1.47767e+1
2.64086e+1, 2.03045e+1
3.78440e+1, 2.70865e+1
5.33895e+1, 3.29095e+1
8.31650e+1, 3.55249e+1
1.33803e+2, 3.36141e+1
2.08208e+2, 2.84831e+1
3.22639e+2, 2.33023e+1
4.89642e+2, 1.70219e+1
7.27751e+2, 1.26378e+1
1.03746e+3, 9.37621e+0
1.41854e+3, 7.18833e+0
1.93960e+3, 5.48651e+0
2.70796e+3, 4.11279e+0
3.78070e+3, 3.08782e+0
5.27839e+3, 2.34371e+0
7.55966e+3, 1.76915e+0
1.09024e+4, 1.36385e+0
1.59434e+4, 1.04035e+0
2.41960e+4, 7.52757e-1
3.61502e+4, 5.99916e-1
5.21292e+4, 4.63478e-1
8.11171e+4, 3.52622e-1
1.28348e+5, 2.79329e-1
2.11731e+5, 2.26511e-1
3.16339e+5, 1.95048e-1
5.13753e+5, 1.66912e-1
8.42621e+5, 1.44826e-1
1.34941e+6, 1.33705e-1
2.09979e+6, 1.29281e-1
3.32241e+6, 1.31740e-1
5.25692e+6, 1.36485e-1
8.31783e+6, 1.34485e-1
1.30516e+7, 1.33040e-1
2.08241e+7, 1.45942e-1
3.29492e+7, 1.62220e-1
5.21342e+7, 1.84864e-1
8.24898e+7, 2.09178e-1
1.30520e+8, 2.39288e-1
2.03312e+8, 2.84736e-1
3.26764e+8, 3.68692e-1
5.06355e+8, 4.55764e-1
7.84648e+8, 6.07801e-1
1.14214e+9, 8.22749e-1
1.59459e+9, 1.05345e+0
2.32111e+9, 1.42663e+0
3.30890e+9, 1.92973e+0
4.61969e+9, 2.58767e+0
6.31662e+9, 3.51560e+0
8.63686e+9, 4.74532e+0
1.18094e+10, 6.17884e+0
1.54875e+10, 8.18356e+0
1.98921e+10, 1.06538e+1
2.55492e+10, 1.39563e+1
3.28151e+10, 1.84352e+1
4.21475e+10, 2.47593e+1
5.41338e+10, 3.31152e+1
7.71714e+10, 4.41073e+1
8.74590e+10, 5.87517e+1
9.91182e+10, 6.82249e+1
